dist,fes,fes_r
1.32,80.941629497,64.08253065921005
1.44,36.595873545,45.76398274875262
1.56,10.134520484,23.885271634801082
1.6800000000000002,0.0,17.183662556170564
1.7999999999999998,1.919577451,12.277403299723717
1.92,10.340808203,16.03044801383309
2.04,20.103148059,22.370642214256367
2.16,27.690388515,25.47600672238024
2.2800000000000002,31.686221593,28.179049207268754
2.4,32.486791295,28.82564822117169
2.52,31.456240364,28.646752188116082
2.64,30.041130045,28.703781318500035
2.7600000000000002,29.158463172,28.022851213665795
2.88,29.061541005,28.468951768218208
3.0,29.493357394,27.16719147348269
3.12,29.948454219,27.82705058219618
3.24,30.078142246,30.35380854332208
3.3600000000000003,29.998458076,31.016730314661995
3.4799999999999995,29.869956025,29.485554802028023
3.5999999999999996,29.790077966,28.43334837321495
3.7199999999999998,29.793610604,27.27968491113038
3.84,29.813614698,27.934846257080142
3.96,29.736104566,27.660754842258598
4.08,29.462380839,28.825027449266873
4.2,28.971992023,27.658274158661573
4.32,28.3955708,27.867278859338988
4.44,27.925095993,28.07033422761803
4.5600000000000005,27.729745909,27.81197950623349
4.680000000000001,27.934979851,28.520120962202363
4.8,27.603824929,28.898886886567407
4.92,27.707611868,29.17024725231948
5.04,28.146414776,29.226010657402597
5.16,27.803921946,30.521588620047293
5.28,27.58542033,29.89569752282962
5.4,28.419725992,30.982353531319735
5.5200000000000005,28.284326766,32.59054456695751
5.64,28.196841605,32.062448323144075
5.76,28.17755913,32.52675138482897
5.88,28.234693523,32.42667784592476
6.0,28.384577872,32.29039246096345
