cutoff,cn_all,cn_all_std
2.0,0.0,0.0
2.04040404040404,0.0,0.0
2.080808080808081,0.0,0.0
2.121212121212121,0.02857142857142857,0.1665986255670086
2.1616161616161618,0.2571428571428571,0.49815987926179117
2.202020202020202,1.1428571428571428,0.8989790127172728
2.242424242424242,2.5142857142857142,1.3809195398393797
2.282828282828283,3.857142857142857,1.5333037559998557
2.323232323232323,4.857142857142857,1.0991648035240769
2.3636363636363638,5.6,0.6414269805898185
2.404040404040404,5.8,0.39999999999999997
2.4444444444444446,6.0,0.4140393356054125
2.484848484848485,6.2,0.39999999999999997
2.525252525252525,6.371428571428571,0.4831867007225075
2.5656565656565657,6.428571428571429,0.49487165930539356
2.606060606060606,6.428571428571429,0.49487165930539356
2.6464646464646466,6.428571428571429,0.49487165930539356
2.686868686868687,6.457142857142857,0.4981598792617913
2.7272727272727275,6.457142857142857,0.4981598792617913
2.7676767676767677,6.457142857142857,0.4981598792617913
2.808080808080808,6.457142857142857,0.4981598792617913
2.8484848484848486,6.457142857142857,0.4981598792617913
2.888888888888889,6.457142857142857,0.4981598792617913
2.9292929292929295,6.457142857142857,0.4981598792617913
2.9696969696969697,6.457142857142857,0.4981598792617913
3.0101010101010104,6.457142857142857,0.4981598792617913
3.0505050505050506,6.457142857142857,0.4981598792617913
3.090909090909091,6.457142857142857,0.4981598792617913
3.1313131313131315,6.457142857142857,0.4981598792617913
3.1717171717171717,6.457142857142857,0.4981598792617913
3.212121212121212,6.457142857142857,0.4981598792617913
3.2525252525252526,6.457142857142857,0.4981598792617913
3.2929292929292933,6.457142857142857,0.4981598792617913
3.3333333333333335,6.457142857142857,0.4981598792617913
3.3737373737373737,6.457142857142857,0.4981598792617913
3.4141414141414144,6.485714285714286,0.4997958767010257
3.4545454545454546,6.485714285714286,0.4997958767010257
3.494949494949495,6.485714285714286,0.4997958767010257
3.5353535353535355,6.485714285714286,0.4997958767010257
3.575757575757576,6.485714285714286,0.4997958767010257
3.6161616161616164,6.485714285714286,0.4997958767010257
3.6565656565656566,6.485714285714286,0.4997958767010257
3.6969696969696972,6.542857142857143,0.5525451315946777
3.7373737373737375,6.571428571428571,0.5495824017620384
3.7777777777777777,6.6,0.5451081150953976
3.8181818181818183,6.685714285714286,0.5742786069211937
3.858585858585859,6.742857142857143,0.6477590885002648
3.8989898989898992,6.828571428571428,0.6540298938434056
3.9393939393939394,7.0285714285714285,0.6963461489687965
3.97979797979798,7.114285714285714,0.7079720967636496
4.020202020202021,7.4,0.7634508123364221
4.0606060606060606,7.628571428571429,0.8971610553204332
4.101010101010101,7.914285714285715,1.1050902631893553
4.141414141414142,8.4,1.1263087625386872
4.181818181818182,9.0,1.2421180068162376
4.222222222222222,9.457142857142857,1.338290106129185
4.262626262626263,9.82857142857143,1.4037849710329424
4.303030303030303,10.342857142857143,1.3720236804049109
4.343434343434343,11.114285714285714,1.5994897145461036
4.383838383838384,11.8,1.6
4.424242424242424,12.457142857142857,1.662061665399884
4.464646464646465,13.257142857142858,1.537026017864316
4.505050505050505,14.085714285714285,1.556028434764583
4.545454545454546,14.857142857142858,1.4955716946631314
4.5858585858585865,15.657142857142857,1.4917459979664698
4.626262626262626,16.114285714285714,1.5263669016220662
4.666666666666667,16.8,1.430284686946723
4.707070707070708,17.428571428571427,1.3370695950625817
4.747474747474747,18.02857142857143,1.4635712542703654
4.787878787878788,18.65714285714286,1.5664857327854624
4.828282828282829,18.942857142857143,1.4917459979664698
4.8686868686868685,19.314285714285713,1.6348250858194249
4.909090909090909,19.6,1.6936857526033064
4.94949494949495,19.82857142857143,1.8281249454910158
4.98989898989899,20.057142857142857,1.850758256080188
5.030303030303031,20.314285714285713,1.863505583899466
5.070707070707071,20.62857142857143,1.8683180256310647
5.111111111111111,20.942857142857143,1.9703931028076191
5.151515151515152,21.314285714285713,2.108099056651054
5.191919191919192,21.542857142857144,2.234059177408527
5.232323232323233,21.885714285714286,2.239533479116049
5.272727272727273,22.057142857142857,2.267066791414557
5.313131313131313,22.514285714285716,2.259853706661165
5.353535353535354,23.085714285714285,2.2216008201478576
5.3939393939393945,23.485714285714284,2.3098723350180275
5.434343434343434,23.8,2.3027933348125584
5.474747474747475,24.228571428571428,2.217923279437183
5.515151515151516,24.8,2.493419911916735
5.555555555555555,25.34285714285714,2.341462999834043
5.595959595959597,25.942857142857143,2.413567095079186
5.636363636363637,26.37142857142857,2.7783418928327355
5.6767676767676765,26.942857142857143,2.551670121344698
5.717171717171718,27.37142857142857,2.705398986003615
5.757575757575758,27.82857142857143,2.5688876334844597
5.7979797979797985,28.4,2.554547765400813
5.838383838383839,29.057142857142857,2.4835787213829406
5.878787878787879,29.685714285714287,2.605175382869684
5.91919191919192,30.4,2.47501803745231
5.95959595959596,31.285714285714285,2.5698407796307268
6.0,32.02857142857143,2.478314107680165
